"event","time","poss.position","poss.team","poss.player","poss.action","poss.location","poss.play.destination","play.type","def.position","def.team","def.player","def.action","def.location","gk.ball.stop","gk.s.o.g.attempt","poss.player.disciplinary","poss.notes","def.player.disciplinary","def.notes","xG","poss.number","def.number"
325,"23","-",NA,NA,NA,NA,NA,"free.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,"23","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"23","D","ENG","Houghton","passes.f.c",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"23","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,"24","D","ENG","Turner","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,"24","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,"24","D","ENG","Stoney","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"24","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,"24","D","ENG","Stokes","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,"24","D","BOS","Amira Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,"24","D","BOS","Amira Spahic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
336,"24","D","ENG","Stokes","passes.f.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,"24","F","ENG","Aluko","passes.f.c",NA,NA,"flick.on","D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,"24","-",NA,NA,NA,NA,NA,NA,"D","BOS","Dijakovic","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
338,"24","D","ENG","Stokes","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,"24","D","ENG","Stoney","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"24","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,"24","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,"24","F","ENG","Aluko","movement",NA,NA,NA,"D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,"24","F","ENG","Aluko","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,"24","M","ENG","Bassett","passes.f",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,"24","D","BOS","Kulis","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,"24","D","BOS","Kulis","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,"24","D","BOS","Kulis","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"24","D","BOS","Kulis","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,"24","D","BOS","Kulis","take.on.won",NA,NA,NA,"D","ENG","Turner","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,"25","D","BOS","Kulis","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,"25","D","BOS","Kulis","dispossessed",NA,NA,NA,"M","ENG","Bassett","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"25","D","BOS","Kulis","passes.s.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,"25","M","BOS","Nikolic","passes.b.c",NA,NA,NA,"D","ENG","Turner","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,"25","M","BOS","Radeljic","shots.stopped.by.gk",NA,NA,NA,"GK","ENG","Bardsley","gk.s.o.g.stop",NA,"collected","stooping",NA,NA,NA,NA,NA,NA,NA
354,"25","-",NA,NA,"playcutoffbybroadcast",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"25","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"25","M","ENG","Bassett","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,"25","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,"25","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,"25","M","ENG","Davison","passes.b.c",NA,NA,NA,"D","BOS","Kulis","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,"25","D","ENG","Houghton","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,"25","-",NA,NA,NA,NA,NA,"switch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,"25","M","ENG","Clarke","lost.touch",NA,NA,NA,"D","BOS","Dijakovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,"25","D","ENG","Stokes","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,"25","D","ENG","Stokes","passes.b.c",NA,NA,NA,"D","BOS","Dijakovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,"26","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,"26","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,"26","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,"26","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,"26","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,"26","F","ENG","Aluko","lost.touch",NA,NA,NA,"D","BOS","M Hasanbegovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"26","M","BOS","Seslija","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,"26","M","BOS","Seslija","passes.f.c",NA,NA,NA,"F","ENG","Aluko","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"26","F","BOS","Alisa Spahic","passes.b.c",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"26","M","BOS","Seslija","passes.f",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,"26","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,"26","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"26","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,"26","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"26","M","ENG","Clarke","take.on.lost",NA,NA,NA,"D","BOS","Dijakovic","tackles.ball",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
379,"27","F","ENG","Christiansen","passes.s",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,"27","-",NA,NA,NA,NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"27","F","ENG","Aluko","aerial.lost",NA,NA,NA,"GK","BOS","Hodzic","gk.high.balls.won",NA,"punched.to.safety",NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
381,"27","F","ENG","Christiansen","passes.s.c",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,"27","M","ENG","Davison","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,"27","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,"27","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"28","M","ENG","Davison","passes.f.c",NA,NA,NA,"D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"28","F","ENG","Christiansen","passes.s",NA,NA,NA,"D","BOS","Amira Spahic","blocks",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
387,"28","F","ENG","Christiansen","passes.s.c",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"28","-",NA,NA,NA,NA,NA,"corner.crosses","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"28","D","ENG","Houghton","passes.f.c",NA,NA,"headed","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"28","-",NA,NA,NA,NA,NA,"flick.on","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"28","F","ENG","Aluko","shots.missed",NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
390,"29","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"29","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,"29","D","ENG","Houghton","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"29","D","ENG","Houghton","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"29","-",NA,NA,NA,NA,NA,"th","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"29","M","ENG","Clarke","passes.b",NA,NA,NA,"D","BOS","Dijakovic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,"29","M","BOS","Nikolic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,"29","M","BOS","Nikolic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
396,"29","F","ENG","Christiansen","passes.s.c",NA,NA,"corner.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"29","M","ENG","Davison","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"29","F","ENG","Christiansen","passes.f",NA,NA,"corner.crosses","D","BOS","Amira Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,"30","D","ENG","Houghton","aerial.lost",NA,NA,NA,"GK","BOS","Hodzic","gk.high.balls.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"30","-",NA,NA,"stoppage.in.play",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,"fouls.conceded",NA,"fouls.won","fw",NA,NA,NA
401,"32","GK","BOS","Hodzic","passes.f.c",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,"32","-",NA,NA,NA,NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"32","M","BOS","Hadzic","aerial.won",NA,NA,NA,"D","ENG","Houghton","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,"32","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"32","M","ENG","Nobbs","dispossessed",NA,NA,NA,"F","BOS","Alisa Spahic","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"32","-",NA,NA,NA,NA,NA,NA,"D","BOS","Kulis","dispossessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,"32","D","BOS","Kulis","lost.touch",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,"32","M","ENG","Bassett","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"32","M","ENG","Bassett","passes.f.c",NA,NA,NA,"D","BOS","Kulis","challenged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"32","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"32","D","ENG","Houghton","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,"32","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"32","D","ENG","Stokes","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"32","F","ENG","Aluko","lost.touch",NA,NA,NA,"D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
413,"33","GK","BOS","Hodzic","passes.f",NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,"33","-",NA,NA,NA,NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"33","D","BOS","Amira Spahic","aerial.lost",NA,NA,NA,"M","ENG","Nobbs","aerial.won",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,"33","M","ENG","Clarke","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"33","M","ENG","Clarke","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"33","M","ENG","Nobbs","passes.f",NA,NA,"corner.crosses","GK","BOS","Hodzic","gk.high.balls.won",NA,"punched.to.safety",NA,NA,NA,NA,NA,NA,NA,NA
418,"33","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"33","F","BOS","Alisa Spahic","passes.s.c",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"33","M","BOS","Seslija","passes.f.c",NA,NA,NA,"M","ENG","Bassett","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"33","-",NA,NA,NA,NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,"33","D","BOS","Amira Spahic","passes.f",NA,NA,NA,"D","ENG","Turner","interceptions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"33","D","ENG","Turner","passes.b.c",NA,NA,NA,"M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,"33","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,"33","D","ENG","Houghton","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,"33","D","ENG","Houghton","passes.f",NA,NA,NA,"M","BOS","Radeljic","clearances",NA,NA,NA,NA,"out.of.bounds.keep.poss",NA,NA,NA,NA,NA
425,"34","-",NA,NA,NA,NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"34","D","ENG","Turner","passes.b.c",NA,NA,"throw.in","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"34","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"34","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,"34","M","ENG","Bassett","passes.b.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"34","M","ENG","Davison","take.on.won",NA,NA,NA,"M","BOS","Seslija","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,"34","M","ENG","Davison","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"34","M","ENG","Davison","take.on.won",NA,NA,NA,"M","BOS","Nikolic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,"34","M","ENG","Davison","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"34","F","ENG","Christiansen","dispossessed",NA,NA,NA,"D","BOS","Kulis","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"34","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"34","M","BOS","Hadzic","passes.f",NA,NA,NA,"M","ENG","Davison","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,"34","-",NA,NA,NA,NA,NA,NA,"M","ENG","Nobbs","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,"34","F","ENG","Christiansen","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"34","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"34","-",NA,NA,NA,NA,NA,NA,"M","BOS","Hadzic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,"34","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"M","BOS","Nikolic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"34","M","ENG","Bassett","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"34","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"34","M","ENG","Bassett","passes.f",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"34","M","BOS","Radeljic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,"34","M","BOS","Radeljic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"34","M","ENG","Nobbs","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"34","M","ENG","Nobbs","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"34","M","ENG","Nobbs","passes.b.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,"34","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,"35","D","ENG","Stoney","passes.s.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"35","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"35","M","ENG","Bassett","movement",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"35","M","ENG","Bassett","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"35","F","ENG","Christiansen","movement",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"35","F","ENG","Christiansen","passes.b.c",NA,NA,NA,"F","BOS","Alisa Spahic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,"35","D","ENG","Houghton","shots.missed",NA,NA,NA,"GK","BOS","Hodzic","gk.shot.miss",NA,NA,NA,NA,"out.of.bounds.lost.poss",NA,NA,NA,NA,NA
456,"35","GK","BOS","Hodzic","passes.f",NA,NA,"goal.kick","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,"35","-",NA,NA,NA,NA,NA,"launch","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,"35","M","BOS","Seslija","aerial.lost",NA,NA,NA,"D","ENG","Stokes","aerial.lost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"35","F","BOS","Alisa Spahic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"35","F","BOS","Alisa Spahic","dispossessed",NA,NA,NA,"D","ENG","Stokes","tackles.ball",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"35","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"35","D","ENG","Stoney","passes.f.c",NA,NA,"th","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"36","F","ENG","Christiansen","take.on.won",NA,NA,NA,"M","BOS","Nikolic","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"36","F","ENG","Christiansen","lost.touch",NA,NA,NA,"D","BOS","M Hasanbegovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"36","D","BOS","M Hasanbegovic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"36","D","BOS","M Hasanbegovic","clearances",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"36","D","ENG","Stoney","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,"36","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"36","M","ENG","Bassett","passes.f",NA,NA,"launch","D","BOS","M Hasanbegovic","blocks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,"36","M","BOS","Hadzic","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"36","M","BOS","Hadzic","take.on.won",NA,NA,NA,"M","ENG","Clarke","dribbled.turned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,"36","M","BOS","Hadzic","take.on.won",NA,NA,NA,"M","ENG","Bassett","dribbled.tackles.missed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"36","M","BOS","Hadzic","movement",NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"36","M","BOS","Hadzic","passes.f",NA,NA,NA,"D","ENG","Stokes","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"36","-",NA,NA,NA,NA,NA,NA,"M","ENG","Davison","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"36","M","ENG","Davison","recoveries",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"36","M","ENG","Davison","passes.f.c",NA,NA,NA,"M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"36","D","ENG","Stoney","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"36","D","ENG","Houghton","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"36","M","ENG","Nobbs","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"36","D","ENG","Turner","passes.s.c",NA,NA,NA,"M","BOS","Radeljic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"36","M","ENG","Clarke","passes.b.c",NA,NA,NA,"D","BOS","Kulis","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,"36","D","ENG","Houghton","passes.s.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"36","D","ENG","Stoney","passes.f.c",NA,NA,NA,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"36","D","ENG","Stokes","passes.f.c",NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"36","M","ENG","Davison","passes.f.c",NA,NA,"flick.on","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,"36","D","ENG","Stokes","take.on.won",NA,NA,NA,"M","BOS","Seslija","dribbled.out.run",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"36","D","ENG","Stokes","passes.s.c",NA,NA,"corner.crosses","M","BOS","Seslija","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"36","-",NA,NA,NA,NA,NA,NA,"D","BOS","Dijakovic","pressured",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
